ID,Chinese,English,MathA,MathB,Society,Nature
11918812,11,15,1,null,3,null
11919214,2,10,5,null,2,null
11919320,1,14,13,null,12,null
11919354,2,1,15,null,8,null
11919637,7,2,14,null,5,null
11919696,9,2,15,null,14,null
11919715,3,11,4,null,4,null
11919930,12,4,1,null,5,null
11919975,9,9,13,null,8,null
11920161,3,14,13,null,10,null
11920211,9,1,15,null,9,null
11920219,5,15,4,null,7,null
11920401,7,13,3,null,13,null
11920604,12,9,14,null,7,null
11920736,10,11,14,null,12,null
11920747,1,4,14,null,14,null
11920765,1,4,8,null,12,null
11920907,10,15,5,null,2,null
11921113,2,14,3,null,1,null
11921401,2,13,12,null,11,null
11921457,4,14,1,null,1,null
11921529,10,3,14,null,11,null
11921718,4,12,7,null,11,null
11921860,14,1,14,null,11,null
11921958,1,12,15,null,12,null
11922046,2,15,12,null,11,null
11922312,13,3,6,null,7,null
11922454,14,11,8,null,9,null
11922525,14,12,14,null,13,null
11922852,15,8,12,null,8,null
11923125,10,3,5,null,15,null
11923208,13,11,5,null,3,null
11923433,1,3,2,null,11,null
11923728,1,12,9,null,15,null
11923733,14,6,9,null,1,null
11923802,11,11,14,null,4,null
11923871,15,13,14,null,1,null
11923932,15,3,15,null,15,null
11924462,4,14,2,null,2,null
11924625,4,2,8,null,2,null
11924789,7,2,15,null,13,null
11924837,10,15,5,null,10,null
11925071,13,13,15,null,5,null
11925075,2,7,3,null,12,null
11925298,12,1,14,null,7,null
11925346,6,10,15,null,15,null
11925504,3,9,14,null,11,null
11925585,15,15,12,null,8,null
11925729,14,2,7,null,15,null
11925908,14,4,1,null,4,null
11926121,5,12,13,null,13,null
11926486,14,10,6,null,12,null
11926551,15,2,7,null,6,null
11926680,14,5,2,null,14,null
11926711,15,12,5,null,13,null
11926839,4,8,1,null,11,null
11926948,1,14,2,null,15,null
11927530,15,15,7,null,3,null
11927640,11,11,2,null,14,null
11927883,12,1,14,null,12,null
11928401,14,2,2,null,13,null
11928408,12,3,5,null,13,null
11928482,13,7,11,null,14,null
11928657,4,8,3,null,2,null
11928721,1,6,6,null,12,null
11929182,2,3,5,null,15,null
11929572,13,5,1,null,4,null
11929608,14,11,3,null,1,null
11929704,14,12,11,null,2,null
11929719,14,9,1,null,1,null
11929917,4,15,7,null,4,null
11929941,4,10,15,null,15,null
11930104,14,9,10,null,5,null
11930108,15,3,5,null,12,null
11930124,14,11,9,null,2,null
11930554,12,15,14,null,8,null
11930651,13,8,12,null,13,null
11930743,13,3,12,null,9,null
11930858,5,15,4,null,4,null
11931140,13,1,2,null,9,null
11931168,15,4,4,null,15,null
11931467,14,5,13,null,13,null
11931492,6,11,14,null,5,null
11931797,14,2,2,null,12,null
11931886,4,12,2,null,15,null
11932082,13,13,14,null,13,null
11932155,12,4,3,null,15,null
11932179,12,1,14,null,3,null
11932239,8,1,14,null,3,null
11932418,2,13,2,null,4,null
11932491,14,13,4,null,4,null
11932516,11,13,13,null,15,null
11932567,13,14,8,null,15,null
11932782,11,4,13,null,14,null
11932799,12,1,15,null,4,null
11932914,15,13,4,null,14,null
11933277,11,5,2,null,3,null
11933611,12,13,12,null,3,null
11933635,12,1,10,null,14,null
11933682,4,1,3,null,9,null
11933703,14,10,15,null,5,null
11933740,14,2,6,null,9,null
11933964,13,1,14,null,5,null
11933973,8,1,9,null,2,null
11935041,12,15,15,null,11,null
11935045,15,4,4,null,6,null
11935061,9,4,12,null,2,null
11935187,5,12,14,null,2,null
11935440,15,14,11,null,1,null
11935572,15,4,15,null,15,null
11935601,9,15,3,null,3,null
11935618,15,14,2,null,5,null
11935759,14,12,7,null,11,null
11936030,5,12,2,null,9,null
11936094,13,5,9,null,14,null
11936170,3,5,1,null,4,null
11936179,8,6,15,null,5,null
11936379,8,12,2,null,9,null
11936444,1,4,3,null,5,null
11936841,12,13,12,null,1,null
11936855,12,9,15,null,14,null
11936986,15,4,13,null,14,null
11937187,15,5,1,null,2,null
11937325,13,12,13,null,13,null
11937361,3,13,6,null,12,null
11937486,13,11,2,null,2,null
11937583,14,2,13,null,13,null
11937762,11,15,1,null,8,null
11937818,1,13,12,null,5,null
11938007,15,14,14,null,13,null
11938290,5,2,7,null,13,null
11938325,15,2,1,null,2,null
11938386,10,8,15,null,13,null
11938772,7,13,8,null,5,null
11939112,11,10,14,null,14,null
11939171,12,8,15,null,13,null
11939208,12,8,15,null,12,null
11939430,15,10,11,null,4,null
11939472,13,1,3,null,15,null
11939514,4,14,4,null,13,null
11939641,12,15,2,null,13,null
11939728,13,10,2,null,4,null
11939785,14,12,2,null,12,null
11939976,5,15,2,null,5,null
11940167,6,14,9,null,7,null
11940266,15,2,10,null,11,null
11940379,1,4,12,null,2,null
11940813,12,4,13,null,4,null
11941021,13,5,14,null,13,null
11941030,13,15,14,null,9,null
11941458,15,5,13,null,15,null
11941686,13,5,5,null,15,null
11942014,10,2,10,null,4,null
11942132,14,5,4,null,2,null
11942203,8,15,12,null,13,null
11942304,14,9,10,null,1,null
11942311,15,3,2,null,5,null
11942764,5,15,15,null,9,null
11942831,12,12,10,null,5,null
11942882,12,11,15,null,13,null
11942973,10,14,14,null,8,null
11943842,3,12,13,null,10,null
11943861,11,3,3,null,4,null
11944057,10,6,15,null,4,null
11944238,12,1,15,null,3,null
11944312,10,4,15,null,15,null
11945122,12,8,12,null,11,null
11945700,5,15,5,null,14,null
11945846,14,15,13,null,13,null
11945994,15,13,14,null,4,null
11946487,2,14,8,null,13,null
11946488,13,14,1,null,12,null
11946595,11,4,9,null,7,null
11946652,4,14,4,null,15,null
11946777,12,11,9,null,4,null
11946831,2,5,4,null,7,null
11946966,11,15,1,null,2,null
11947112,5,5,5,null,11,null
11947129,3,3,14,null,1,null
11947301,11,1,15,null,10,null
11947330,13,3,12,null,4,null
11947631,11,4,2,null,14,null
11947788,15,5,2,null,12,null
11947852,2,2,15,null,12,null
11948239,14,5,13,null,15,null
11948375,7,15,14,null,5,null
11948383,12,14,4,null,15,null
11948998,8,15,11,null,5,null
11949104,4,15,14,null,12,null
11949245,4,15,15,null,8,null
11949382,15,14,5,null,6,null
11949422,12,11,15,null,11,null
11949448,15,15,2,null,11,null
11949518,14,12,2,null,8,null
11949562,3,13,12,null,7,null
11949625,13,14,11,null,6,null
11950075,8,13,11,null,2,null
11950084,9,15,13,null,12,null
11950327,3,12,7,null,15,null
11950518,15,2,1,null,9,null
11951067,15,3,15,null,5,null
11951172,11,4,10,null,2,null
11951185,11,3,3,null,3,null
11951186,6,13,14,null,3,null
11951452,5,14,10,null,3,null
11951458,15,9,4,null,2,null
11951477,13,8,5,null,13,null
11951639,15,15,12,null,6,null
11951702,15,2,15,null,13,null
11951904,8,5,14,null,11,null
11952026,3,2,13,null,14,null
11952243,13,12,13,null,15,null
11952378,1,2,2,null,14,null
11952407,12,9,2,null,10,null
11952413,3,9,9,null,12,null
11952776,14,13,14,null,2,null
11952795,14,5,6,null,14,null
11953006,3,12,13,null,15,null
11953652,12,10,15,null,15,null
11953771,15,12,2,null,15,null
11953906,4,12,9,null,13,null
11954317,15,14,4,null,14,null
11954358,14,7,10,null,13,null
11954786,9,1,15,null,9,null
11954845,12,9,14,null,1,null
11955021,12,3,14,null,4,null
11955077,12,14,12,null,14,null
11955723,13,10,15,null,14,null
11956023,15,9,5,null,13,null
11956150,12,13,8,null,13,null
11956231,15,1,1,null,14,null
11956379,10,1,15,null,13,null
11956965,8,15,7,null,5,null
11957015,8,11,3,null,5,null
11957062,8,11,14,null,14,null
11957070,3,12,4,null,5,null
11957225,1,14,1,null,1,null
11957467,4,6,13,null,9,null
11957784,14,7,4,null,14,null
11957877,8,14,5,null,1,null
11958101,2,11,12,null,2,null
11958197,15,12,6,null,4,null
11958326,11,2,5,null,14,null
11958474,9,12,15,null,4,null
11958574,0,7,5,null,1,null
11958707,5,10,5,null,12,null
11958762,15,4,14,null,11,null
11958839,15,13,2,null,2,null
11958887,2,13,13,null,8,null
11959038,9,15,13,null,2,null
11959510,14,2,14,null,13,null
11959672,13,5,6,null,2,null
11959760,4,11,9,null,6,null
11959841,10,15,4,null,3,null
11960154,15,14,1,null,15,null
11960386,13,15,15,null,14,null
11960476,3,12,7,null,11,null
11960479,4,12,8,null,13,null
11960497,14,12,4,null,13,null
11960818,1,13,6,null,7,null
11960954,5,14,1,null,1,null
11961071,7,2,15,null,14,null
11961270,12,5,12,null,4,null
11961338,6,9,14,null,14,null
11961380,11,10,15,null,14,null
11961431,11,2,6,null,11,null
11961484,14,9,4,null,11,null
11961544,3,11,4,null,14,null
11961598,14,4,9,null,14,null
11961950,9,12,8,null,13,null
11962058,1,1,4,null,4,null
11962075,14,2,13,null,10,null
11962174,14,12,12,null,13,null
11962313,4,2,2,null,10,null
11962416,10,2,10,null,9,null
11962467,14,12,14,null,2,null
11962698,12,1,3,null,15,null
11963052,11,3,15,null,8,null
11963292,15,14,4,null,15,null
11963370,13,3,15,null,1,null
11963486,13,2,12,null,13,null
11963727,2,14,12,null,4,null
11963732,10,12,12,null,13,null
11963894,5,12,13,null,2,null
11963974,1,15,5,null,2,null
11964058,2,2,4,null,14,null
11964296,5,3,4,null,4,null
11964883,3,5,12,null,14,null
11964892,4,2,13,null,14,null
11964946,2,9,15,null,4,null
11965218,4,12,11,null,5,null
11965454,2,3,14,null,13,null
11965464,14,15,10,null,13,null
11965502,5,6,15,null,15,null
11965733,3,9,4,null,11,null
11965807,7,7,12,null,1,null
11965901,3,13,2,null,10,null
11965910,5,10,13,null,5,null
11966202,2,14,15,null,15,null
11966270,10,5,6,null,15,null
11966769,11,12,5,null,3,null
11967045,11,2,10,null,3,null
11967062,4,14,4,null,14,null
11967128,6,12,4,null,9,null
11967232,2,13,4,null,10,null
11967595,1,12,14,null,8,null
11967779,6,2,5,null,4,null
11967950,2,10,12,null,14,null
11968108,1,2,15,null,9,null
11968150,14,9,10,null,9,null
11968174,12,10,11,null,13,null
11968304,6,12,2,null,5,null
11968308,11,15,9,null,12,null
11968314,5,15,2,null,14,null
11968335,3,15,14,null,3,null
11968386,14,6,11,null,11,null
11968559,4,13,4,null,1,null
11968608,12,13,4,null,15,null
11969377,8,15,8,null,14,null
11969812,2,1,15,null,12,null
11969929,1,12,4,null,14,null
11969963,1,12,14,null,9,null
11970167,11,12,3,null,12,null
11970317,5,15,2,null,12,null
11970450,12,11,4,null,2,null
11970664,11,3,10,null,11,null
11971206,4,9,2,null,5,null
11971318,4,1,10,null,13,null
11971442,3,8,8,null,2,null
11971578,14,12,14,null,13,null
11971706,13,2,10,null,5,null
11971790,12,3,12,null,12,null
11972164,10,14,13,null,10,null
11972760,14,9,9,null,9,null
11972865,15,2,4,null,15,null
11972880,7,15,15,null,2,null
11973053,12,11,2,null,2,null
11973603,14,2,12,null,4,null
11973645,5,7,15,null,5,null
11974379,13,13,12,null,2,null
11974468,6,14,12,null,1,null
11974626,13,1,8,null,7,null
11974739,13,15,14,null,12,null
11974850,14,14,12,null,15,null
11974878,2,13,15,null,7,null
11974944,14,1,7,null,9,null
11975009,15,9,12,null,2,null
11975026,1,13,11,null,15,null
11975451,5,8,4,null,13,null
11975582,13,14,14,null,12,null
11975689,14,13,8,null,11,null
11975707,11,14,15,null,15,null
11975801,15,14,14,null,15,null
11976408,15,14,13,null,13,null
11976693,12,13,5,null,9,null
11976964,15,12,9,null,11,null
11977103,9,14,13,null,6,null
11977413,14,14,14,null,15,null
11977440,3,12,11,null,5,null
11977534,15,3,4,null,14,null
11977989,11,4,12,null,6,null
11978028,4,11,15,null,8,null
11978097,13,4,10,null,2,null
11978107,11,2,14,null,13,null
11978512,4,2,14,null,15,null
11978839,13,14,10,null,15,null
11978996,8,15,10,null,15,null
11979418,14,15,2,null,7,null
11979588,13,13,14,null,14,null
11979653,7,15,2,null,5,null
11979759,6,13,12,null,1,null
11980308,10,4,5,null,7,null
11980468,1,13,3,null,4,null
11980502,2,12,14,null,11,null
11980543,7,2,3,null,2,null
11980636,2,15,2,null,11,null
11980692,11,13,4,null,13,null
11980960,1,14,12,null,10,null
11980996,12,13,15,null,11,null
11981049,15,5,2,null,2,null
11981385,15,4,14,null,14,null
11981388,15,8,3,null,15,null
11981406,9,15,11,null,6,null
11981560,3,5,4,null,7,null
11981837,2,2,3,null,2,null
11982108,12,11,13,null,8,null
11982155,8,14,4,null,6,null
11982191,8,2,12,null,14,null
11982346,14,1,9,null,12,null
11982380,15,15,15,null,11,null
11983129,13,1,11,null,15,null
11983147,1,7,4,null,9,null
11983378,8,6,10,null,13,null
11983471,3,9,7,null,2,null
11983477,1,8,14,null,2,null
11983608,3,10,13,null,5,null
11983796,5,13,14,null,15,null
11983846,4,15,4,null,2,null
11983867,12,2,3,null,12,null
11983980,2,15,8,null,7,null
11984111,15,4,5,null,15,null
11984261,14,13,3,null,2,null
11984622,12,1,1,null,15,null
11984641,14,5,15,null,9,null
11984705,14,7,3,null,11,null
11984990,12,3,9,null,15,null
11985065,15,4,11,null,8,null
11985145,10,2,2,null,2,null
11985209,14,10,11,null,3,null
11985465,11,12,12,null,4,null
11985509,2,1,9,null,11,null
11985626,12,14,12,null,14,null
11985664,11,2,10,null,12,null
11986323,14,15,3,null,15,null
11986687,5,14,1,null,6,null
11986779,13,12,14,null,14,null
11986870,4,2,2,null,4,null
11986996,14,9,3,null,12,null
11987018,1,1,12,null,5,null
11987295,5,9,13,null,14,null
11987626,2,5,13,null,1,null
11987964,12,3,14,null,10,null
11988202,4,4,6,null,15,null
11988620,1,2,14,null,3,null
11988652,11,13,10,null,12,null
11988777,14,15,3,null,10,null
11988905,15,15,10,null,11,null
11988985,1,11,4,null,13,null
11989012,13,14,3,null,1,null
11989045,14,14,5,null,9,null
11989345,12,14,4,null,14,null
11989385,14,5,1,null,6,null
11990333,15,15,9,null,15,null
11990411,3,14,10,null,13,null
11990526,15,3,14,null,15,null
11990554,11,2,10,null,4,null
11990631,15,2,13,null,11,null
11990731,3,13,4,null,2,null
11990791,2,13,15,null,2,null
11990857,2,10,15,null,1,null
11990884,14,14,2,null,5,null
11991222,13,14,15,null,7,null
11991253,3,14,2,null,4,null
11991287,11,9,12,null,13,null
11991544,14,10,12,null,13,null
11991920,11,5,9,null,3,null
11992074,7,13,4,null,12,null
11992388,11,2,12,null,12,null
11992547,8,13,14,null,15,null
11992689,14,8,11,null,15,null
11993000,14,8,10,null,3,null
11993060,1,9,13,null,14,null
11993090,13,15,4,null,13,null
11993095,2,5,5,null,11,null
11993105,8,3,9,null,9,null
11993161,15,13,12,null,7,null
11993345,7,1,1,null,2,null
11993529,2,1,12,null,1,null
11993532,4,4,12,null,15,null
11993679,11,15,1,null,13,null
11993689,1,12,14,null,14,null
11994063,14,13,13,null,15,null
11994128,5,9,14,null,14,null
11994186,14,14,12,null,15,null
11994224,2,9,15,null,1,null
11994249,5,14,1,null,12,null
11994331,6,15,9,null,11,null
11994507,12,9,10,null,11,null
11994804,15,13,15,null,12,null
11994904,9,10,4,null,3,null
11995482,1,13,1,null,2,null
11995489,15,5,15,null,12,null
11995694,11,3,12,null,9,null
11996111,14,10,4,null,14,null
11996209,8,5,1,null,12,null
11996609,15,12,12,null,12,null
11996752,9,1,10,null,14,null
11996944,11,4,7,null,6,null
11996985,2,13,13,null,13,null
11997373,2,1,8,null,4,null
11997492,11,8,15,null,1,null
11997567,9,2,12,null,11,null
11997588,12,5,15,null,13,null
11997705,14,15,8,null,6,null
11998103,12,2,13,null,14,null
11998463,13,2,1,null,12,null
11998464,14,2,11,null,14,null
11998516,13,15,3,null,12,null
11998596,8,10,5,null,13,null
11998973,12,10,11,null,11,null
11998981,9,11,4,null,3,null
11998986,15,14,3,null,8,null
11999039,13,12,12,null,13,null
11999042,3,4,1,null,5,null
11999078,9,4,14,null,13,null
11999451,13,11,15,null,13,null
11999733,8,2,13,null,14,null
11999747,4,9,5,null,12,null
12000159,4,15,1,null,5,null
12000188,4,13,14,null,13,null
12000314,1,15,2,null,1,null
12000511,3,9,13,null,11,null
12000629,10,10,15,null,4,null
12000880,12,11,7,null,3,null
12000982,13,13,1,null,14,null
12001258,13,15,3,null,15,null
12002105,4,4,13,null,15,null
12002472,4,14,12,null,15,null
12002479,4,15,5,null,10,null
12002608,2,8,4,null,12,null
12002760,13,3,12,null,8,null
12002829,14,10,12,null,15,null
12003142,1,4,9,null,13,null
12003150,2,2,13,null,9,null
12003345,1,8,4,null,2,null
12003364,14,9,7,null,11,null
12003384,1,11,8,null,8,null
12003457,15,3,9,null,5,null
12003714,15,5,7,null,14,null
12003758,13,13,2,null,4,null
12004251,2,15,3,null,1,null
12004716,15,4,14,null,13,null
12004844,6,10,3,null,1,null
12004884,3,14,13,null,2,null
12005146,15,13,15,null,9,null
12005158,14,15,15,null,5,null
12005303,15,13,1,null,15,null
12005394,2,12,15,null,14,null
12005903,5,5,13,null,2,null
12005981,10,9,1,null,11,null
12006032,12,12,8,null,6,null
12006038,11,1,2,null,12,null
12006039,4,7,14,null,2,null
12006382,14,12,3,null,7,null
12006498,14,1,11,null,15,null
12006583,15,13,13,null,15,null
12006636,8,4,14,null,12,null
12006844,15,10,11,null,3,null
12006923,3,4,12,null,15,null
12007048,5,11,9,null,6,null
12007347,13,3,3,null,10,null
12007646,14,3,10,null,14,null
12007785,12,7,8,null,11,null
12007789,14,9,12,null,4,null
12007954,3,13,4,null,10,null
12008096,1,9,13,null,11,null
12008238,14,11,9,null,9,null
12008252,12,9,12,null,6,null
12008253,5,3,15,null,2,null
12008254,9,14,4,null,2,null
12008459,13,15,7,null,15,null
12008571,10,9,3,null,8,null
12008718,14,4,2,null,4,null
12009045,9,6,1,null,4,null
12009223,15,3,14,null,9,null
12009386,7,13,13,null,5,null
12009429,3,3,14,null,1,null
12009482,15,2,14,null,7,null
12009694,10,15,2,null,10,null
12009703,11,11,12,null,15,null
12009810,14,14,11,null,14,null
12009863,11,11,8,null,10,null
12009998,10,2,12,null,12,null
12010030,4,15,3,null,3,null
12010107,11,1,8,null,11,null
12010272,13,2,9,null,4,null
12010288,10,14,6,null,13,null
12010306,1,9,3,null,11,null
12010414,1,14,13,null,4,null
12010569,4,2,15,null,12,null
12010583,4,5,15,null,11,null
12011312,15,1,14,null,5,null
12011330,5,12,3,null,10,null
12011409,5,3,10,null,12,null
12011867,11,11,13,null,11,null
12011967,15,6,5,null,15,null
12012230,4,4,10,null,5,null
12012348,2,11,10,null,13,null
12012565,8,12,1,null,2,null
12012592,11,3,1,null,4,null
12012958,4,14,1,null,15,null
12012960,3,10,13,null,13,null
12013819,12,13,4,null,15,null
12013850,13,15,15,null,2,null
12013880,6,13,11,null,15,null
12014159,1,8,8,null,13,null
12014420,11,9,7,null,15,null
12014486,2,14,13,null,12,null
12014549,12,4,4,null,11,null
12014623,9,13,10,null,14,null
12014674,11,4,11,null,3,null
12015277,8,12,2,null,2,null
12015411,3,13,2,null,3,null
12015684,13,7,10,null,4,null
12015750,10,13,3,null,15,null
12015763,14,11,14,null,2,null
12015830,5,4,10,null,1,null
12016228,12,1,5,null,15,null
12016472,13,10,3,null,11,null
12016554,15,14,14,null,11,null
12016607,2,1,13,null,14,null
12016724,5,14,4,null,4,null
12016955,2,3,13,null,13,null
12017655,6,15,15,null,11,null
12017915,14,8,1,null,1,null
12018067,13,13,1,null,14,null
12018329,4,9,9,null,9,null
12019047,5,11,12,null,4,null
12019301,11,13,9,null,12,null
12019852,14,12,1,null,14,null
12019872,14,13,8,null,15,null
12020163,7,1,13,null,12,null
12020392,14,14,9,null,1,null
12020431,14,13,3,null,13,null
12020521,5,4,3,null,10,null
12020670,8,15,14,null,9,null
12020993,5,15,2,null,8,null
12021067,15,12,12,null,14,null
12021077,13,14,10,null,13,null
12021213,2,12,13,null,15,null
12021305,5,14,13,null,14,null
12021532,11,10,3,null,13,null
12022128,11,1,4,null,4,null
12022170,14,15,14,null,2,null
12022229,14,15,10,null,5,null
12022878,12,1,3,null,5,null
12023139,14,2,4,null,14,null
12023241,2,2,3,null,4,null
12023247,11,1,4,null,13,null
12023618,7,2,5,null,11,null
12023630,4,3,13,null,6,null
12023634,14,13,2,null,4,null
12024263,11,2,2,null,2,null
12024753,15,15,15,null,13,null
12024776,2,9,13,null,10,null
12024830,1,4,13,null,15,null
12024886,10,12,4,null,12,null
12024999,7,9,2,null,10,null
12025100,14,2,8,null,9,null
12025495,4,12,9,null,13,null
12025761,13,1,13,null,13,null
12025923,14,3,5,null,11,null
12026183,11,3,4,null,15,null
12026184,14,3,12,null,8,null
12026289,15,7,14,null,11,null
12026371,12,5,3,null,11,null
12026456,15,5,13,null,2,null
12026481,2,15,15,null,2,null
12026565,13,14,15,null,9,null
12027098,12,6,15,null,5,null
12027335,15,14,3,null,1,null
12027671,7,11,8,null,12,null
12027762,15,10,11,null,1,null
12027953,9,11,4,null,14,null
12028007,3,8,12,null,1,null
12028309,15,10,8,null,13,null
12028471,3,5,4,null,14,null
12028562,15,15,14,null,13,null
12029561,12,3,11,null,14,null
12029636,13,12,15,null,1,null
12029725,15,7,4,null,9,null
12029996,6,2,7,null,13,null
12030026,15,2,14,null,10,null
12030215,12,10,13,null,12,null
12030230,1,5,7,null,10,null
12030740,6,1,14,null,15,null
12030799,13,5,10,null,15,null
12030830,13,14,14,null,12,null
12030835,4,14,15,null,11,null
12031226,9,15,10,null,5,null
12031371,13,15,12,null,15,null
12031399,3,14,12,null,9,null
12031447,3,3,13,null,13,null
12031913,13,15,10,null,13,null
12032026,3,13,4,null,1,null
12032054,12,2,15,null,4,null
12032227,4,14,15,null,6,null
12032398,15,4,13,null,1,null
12032441,8,3,4,null,13,null
12032471,10,12,13,null,4,null
12032563,11,1,11,null,13,null
12032570,15,14,12,null,15,null
12032934,14,14,7,null,12,null
12033076,14,5,10,null,12,null
12033269,10,4,12,null,14,null
12033295,2,1,11,null,1,null
12033382,2,5,12,null,4,null
12033798,4,9,2,null,6,null
12033827,12,14,1,null,13,null
12033960,6,13,4,null,11,null
12034006,9,4,12,null,4,null
12034227,3,13,13,null,14,null
12034299,12,8,3,null,10,null
12034384,15,15,14,null,13,null
12034500,9,12,13,null,12,null
12034632,13,4,15,null,13,null
12034919,1,10,1,null,12,null
12035082,12,15,4,null,7,null
12035352,1,4,5,null,2,null
12035398,13,15,3,null,13,null
12035471,4,1,12,null,2,null
12035546,1,5,14,null,6,null
12035631,13,2,15,null,15,null
12035783,15,3,9,null,11,null
12035874,5,1,15,null,12,null
12035898,6,4,14,null,5,null
12035920,4,15,10,null,5,null
12036243,2,1,13,null,2,null
12036268,1,9,12,null,13,null
12036494,11,12,4,null,1,null
12036523,2,3,2,null,1,null
12036610,14,5,2,null,4,null
12036972,7,8,15,null,4,null
12037592,2,2,11,null,9,null
12037689,8,4,9,null,15,null
12037791,12,4,4,null,13,null
12037889,9,9,15,null,15,null
12038047,9,14,12,null,15,null
12039033,3,14,15,null,5,null
12039768,13,10,9,null,14,null
12040279,13,10,3,null,4,null
12040393,14,6,5,null,10,null
12040681,10,12,3,null,6,null
12040794,9,7,13,null,13,null
12041298,1,1,12,null,4,null
12041334,14,5,15,null,10,null
12041349,15,15,11,null,10,null
12041372,11,2,1,null,4,null
12041555,1,5,12,null,4,null
12041749,13,2,9,null,3,null
12042229,15,15,4,null,3,null
12042440,6,5,11,null,1,null
12042588,5,12,9,null,9,null
12042872,15,10,4,null,14,null
12042890,4,5,4,null,2,null
12043219,15,3,10,null,9,null
12043522,14,15,5,null,12,null
12043529,15,15,1,null,10,null
12043726,2,12,9,null,1,null
12044131,15,6,4,null,3,null
12044448,3,2,12,null,3,null
12044878,13,4,7,null,5,null
12044917,9,5,11,null,7,null
12045132,9,3,5,null,8,null
12045212,2,14,8,null,9,null
12045279,15,4,13,null,15,null
12045383,2,8,2,null,13,null
12046385,3,6,12,null,10,null
12046819,12,2,12,null,10,null
12046925,2,11,12,null,2,null
12046992,11,4,10,null,3,null
12047057,12,15,14,null,12,null
12047109,13,1,1,null,14,null
12047334,5,12,4,null,8,null
12047491,8,4,13,null,5,null
12047668,15,4,2,null,13,null
12048054,3,15,10,null,8,null
12048397,15,10,7,null,13,null
12048635,13,15,15,null,15,null
12048798,10,5,13,null,2,null
12048912,13,12,2,null,12,null
12048920,1,4,12,null,12,null
12049384,13,15,15,null,7,null
12049518,3,15,4,null,15,null
12050087,4,11,11,null,2,null
12050291,6,11,7,null,11,null
12050833,9,2,6,null,14,null
12050985,5,12,5,null,14,null
12051019,13,2,13,null,2,null
12051101,10,2,13,null,9,null
12051545,8,11,14,null,14,null
12051879,1,5,2,null,3,null
12051964,15,1,12,null,3,null
12052132,2,12,12,null,14,null
12052259,11,7,15,null,11,null
12052272,14,13,6,null,11,null
12052861,8,12,4,null,15,null
12052948,3,10,2,null,2,null
12053109,13,13,11,null,4,null
12053226,12,4,2,null,9,null
12053453,14,1,11,null,10,null
12053550,2,11,12,null,3,null
12053867,2,15,13,null,14,null
12053919,4,11,10,null,12,null
12054029,12,2,9,null,4,null
12054154,12,14,4,null,15,null
12054397,13,3,15,null,10,null
12054441,2,5,2,null,14,null
12054600,8,5,13,null,15,null
12055044,2,8,12,null,14,null
12055096,2,4,2,null,11,null
12055097,13,10,12,null,2,null
12055244,14,9,13,null,13,null
12055616,6,1,5,null,4,null
12055775,1,11,3,null,6,null
12055804,4,15,8,null,10,null
12055895,8,4,9,null,15,null
12055960,15,12,9,null,2,null
12056625,9,4,13,null,1,null
12056711,2,13,15,null,14,null
12056908,7,1,12,null,4,null
12057486,14,4,14,null,13,null
12057619,7,3,15,null,3,null
12057990,1,2,14,null,15,null
12058118,14,15,13,null,3,null
12058373,5,2,9,null,11,null
12058441,15,10,3,null,2,null
12058872,9,3,10,null,1,null
12058984,1,3,14,null,15,null
12059094,7,5,6,null,15,null
12059491,14,5,14,null,14,null
12059775,14,5,8,null,3,null
12059859,2,15,2,null,14,null
12060135,8,9,2,null,8,null
12060294,6,3,12,null,13,null
12060698,4,3,12,null,5,null
12060721,14,11,1,null,2,null
12060742,2,10,12,null,1,null
12060774,14,4,15,null,1,null
12060778,13,12,7,null,4,null
12061379,11,3,12,null,15,null
12061445,12,3,13,null,14,null
12061464,8,14,15,null,2,null
12061653,13,11,1,null,13,null
12061787,5,8,11,null,1,null
12061847,8,12,2,null,8,null
12062000,13,14,1,null,4,null
12062073,12,3,1,null,12,null
12062324,14,15,13,null,1,null
12062506,4,12,10,null,1,null
12062656,6,12,2,null,14,null
12063752,8,5,8,null,15,null
12063894,13,1,2,null,14,null
12063903,12,15,12,null,14,null
12064173,11,3,5,null,1,null
12064214,4,10,15,null,2,null
12064312,14,15,12,null,4,null
12064432,8,13,12,null,2,null
12064566,3,8,13,null,2,null
12064858,1,9,14,null,3,null
12065201,4,5,6,null,13,null
12065565,2,2,13,null,2,null
12065633,15,12,2,null,12,null
12065755,15,2,10,null,12,null
12066275,4,15,11,null,13,null
12066319,4,15,2,null,13,null
12066511,15,3,14,null,11,null
12066538,11,6,4,null,12,null
12066675,4,4,15,null,12,null
12066852,13,12,4,null,12,null
12067201,15,13,4,null,12,null
12067235,3,3,11,null,15,null
12067245,12,11,2,null,2,null
12067446,2,6,14,null,11,null
12067727,8,9,11,null,12,null
12067879,10,9,11,null,9,null
12067912,4,1,1,null,15,null
12067966,13,13,5,null,14,null
12068139,15,15,2,null,10,null
12068326,12,11,12,null,14,null
12068902,13,3,5,null,12,null
12069083,4,12,11,null,11,null
12069132,5,14,9,null,1,null
12069189,11,2,12,null,1,null
12069251,15,1,10,null,11,null
12069304,12,11,2,null,12,null
12069368,1,12,15,null,2,null
12069910,4,1,15,null,9,null
12070433,11,12,4,null,10,null
12070455,11,11,2,null,1,null
12070582,9,6,1,null,7,null
12070601,12,4,11,null,12,null
12070605,14,12,15,null,3,null
